lon,lat
-54.3,-30.725
-54.8,-30.725
-55.3,-30.725
-55.8,-30.725
-51.3,-31.225
-51.8,-31.225
-52.3,-31.225
-52.8,-31.225
-53.3,-31.225
-53.8,-31.225
-54.3,-31.225
-54.8,-31.225
-51.8,-31.725
-52.3,-31.725
-52.8,-31.725
-53.3,-31.725
-53.8,-31.725
-54.3,-31.725
-52.3,-32.225
-52.8,-32.225
-53.3,-32.225
-52.8,-32.725
-52.8,-33.225
-53.3,-33.225
